Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
568	All Data	1_12	Unit 12	Occupation	2	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Occupation	2	0.7832	Single-KC	132	0.7102	KC13	2	0.7832
569	All Data	1_12	Unit 12	Hydrolytic_power	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Hydrolytic_power	1	0.7729	Single-KC	133	0.7102	KC25	1	0.7729
570	All Data	1_12	Unit 12	Hydrolytic_power	2	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Hydrolytic_power	2	0.7729	Single-KC	134	0.7102	KC25	2	0.7729
571	All Data	1_12	Unit 12	Bullying	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Bullying	1	0.5533	Single-KC	135	0.7102	KC45	1	0.5533
572	All Data	1_12	Unit 12	Bullying	2	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Bullying	2	0.5533	Single-KC	136	0.7102	KC45	2	0.5533
573	All Data	1_12	Unit 12	To_associate_with	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_associate_with	1	0.8207	Single-KC	137	0.7102	KC58	1	0.8207
574	All Data	1_12	Unit 12	To_associate_with	2	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_associate_with	2	0.8207	Single-KC	138	0.7102	KC58	2	0.8207
575	All Data	1_12	Unit 12	Generation_of_electricity	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Generation_of_electricity	1	0.7911	Single-KC	139	0.7102	KC7	1	0.7911
576	All Data	1_12	Unit 12	Generation_of_electricity	2	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Generation_of_electricity	2	0.7911	Single-KC	140	0.7102	KC7	2	0.7911
577	All Data	1_12	Unit 12	Be_polluted	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Be_polluted	1	0.8056	Single-KC	141	0.7102	KC50	1	0.8056
578	All Data	1_12	Unit 12	To_save	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_save	1	0.7805	Single-KC	142	0.7102	KC19	1	0.7805
579	All Data	1_12	Unit 12	Oil	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Oil	1	0.7417	Single-KC	143	0.7102	KC49	1	0.7417
580	All Data	1_12	Unit 12	Psychology	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Psychology	1	0.6849	Single-KC	144	0.7102	KC16	1	0.6849
581	All Data	1_12	Unit 12	Water_shortage	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Water_shortage	1	0.6688	Single-KC	145	0.7102	KC28	1	0.6688
582	All Data	1_12	Unit 12	Waste	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Waste	1	0.6329	Single-KC	146	0.7102	KC3	1	0.6329
583	All Data	1_12	Unit 12	Problem	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Problem	1	0.7369	Single-KC	147	0.7102	KC9	1	0.7369
584	All Data	1_12	Unit 12	To_look_after	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	To_look_after	1	0.8005	Single-KC	148	0.7102	KC35	1	0.8005
585	All Data	1_12	Unit 12	Government	1	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Government	1	0.6185	Single-KC	149	0.7102	KC15	1	0.6185
586	All Data	1_12	Unit 12	Warming	6	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Warming	6	0.7181	Single-KC	150	0.7102	KC47	6	0.7181
587	All Data	1_12	Unit 12	Warming	7	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Warming	7	0.7181	Single-KC	151	0.7102	KC47	7	0.7181
588	All Data	1_12	Unit 12	Conservation	9	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	leitner_2 (2_2)	Conservation	9	0.5611	Single-KC	152	0.7102	KC33	9	0.5611
589	All Data	1_12	Unit 12	Tree_dies	6	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	leitner_2 (2_2)	Tree_dies	6	0.7404	Single-KC	153	0.7102	KC44	6	0.7404
590	All Data	1_12	Unit 12	Ageing_society	6	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Ageing_society	6	0.5703	Single-KC	154	0.7102	KC43	6	0.5703
591	All Data	1_12	Unit 12	Ageing_society	7	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	leitner_2 (2_2)	Ageing_society	7	0.5703	Single-KC	155	0.7102	KC43	7	0.5703
592	All Data	1_12	Unit 12	Average	11	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	leitner_2 (2_2)	Average	11	0.7035	Single-KC	156	0.7102	KC31	11	0.7035
593	All Data	1_12	Unit 12	To_disappear	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0.5	.	0.5	incorrect	1	0	0	flashcard_2 (3_2)	To_disappear	3	0.7324	Single-KC	157	0.7102	KC23	3	0.7324
594	All Data	1_12	Unit 12	To_disappear	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0.5	.	0.5	incorrect	1	0	0	flashcard_2 (3_2)	To_disappear	4	0.7324	Single-KC	158	0.7102	KC23	4	0.7324
595	All Data	1_12	Unit 12	Value	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25	1970-01-18 03:05:25	1970-01-18 03:05:25	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Value	3	0.6719	Single-KC	159	0.7102	KC46	3	0.6719
596	All Data	1_12	Unit 12	Value	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Value	4	0.6719	Single-KC	160	0.7102	KC46	4	0.6719
597	All Data	1_12	Unit 12	Wind-force	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25	1970-01-18 03:05:25	1970-01-18 03:05:25	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Wind-force	3	0.7529	Single-KC	161	0.7102	KC54	3	0.7529
598	All Data	1_12	Unit 12	Wind-force	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Wind-force	4	0.7529	Single-KC	162	0.7102	KC54	4	0.7529
599	All Data	1_12	Unit 12	Solitude	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25	1970-01-18 03:05:25	1970-01-18 03:05:25	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Solitude	3	0.7635	Single-KC	163	0.7102	KC56	3	0.7635
600	All Data	1_12	Unit 12	Solitude	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Solitude	4	0.7635	Single-KC	164	0.7102	KC56	4	0.7635
601	All Data	1_12	Unit 12	Purpose	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Purpose	3	0.7791	Single-KC	165	0.7102	KC24	3	0.7791
602	All Data	1_12	Unit 12	Purpose	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Purpose	4	0.7791	Single-KC	166	0.7102	KC24	4	0.7791
603	All Data	1_12	Unit 12	Purpose	5	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Purpose	5	0.7791	Single-KC	167	0.7102	KC24	5	0.7791
604	All Data	1_12	Unit 12	Global_warming	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Global_warming	3	0.5753	Single-KC	168	0.7102	KC53	3	0.5753
605	All Data	1_12	Unit 12	International_conference	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	International_conference	3	0.7935	Single-KC	169	0.7102	KC37	3	0.7935
606	All Data	1_12	Unit 12	International_conference	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	International_conference	4	0.7935	Single-KC	170	0.7102	KC37	4	0.7935
607	All Data	1_12	Unit 12	Solar_heat	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Solar_heat	3	0.7734	Single-KC	171	0.7102	KC4	3	0.7734
608	All Data	1_12	Unit 12	Solar_heat	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Solar_heat	4	0.7734	Single-KC	172	0.7102	KC4	4	0.7734
609	All Data	1_12	Unit 12	Raise_children	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Raise_children	3	0.6077	Single-KC	173	0.7102	KC39	3	0.6077
610	All Data	1_12	Unit 12	Raise_children	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Raise_children	4	0.6077	Single-KC	174	0.7102	KC39	4	0.6077
611	All Data	1_12	Unit 12	Relation_to	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Relation_to	3	0.8177	Single-KC	175	0.7102	KC11	3	0.8177
612	All Data	1_12	Unit 12	Relation_to	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Relation_to	4	0.8177	Single-KC	176	0.7102	KC11	4	0.8177
613	All Data	1_12	Unit 12	National_resource	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	National_resource	3	0.8308	Single-KC	177	0.7102	KC8	3	0.8308
614	All Data	1_12	Unit 12	National_resource	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	National_resource	4	0.8308	Single-KC	178	0.7102	KC8	4	0.8308
615	All Data	1_12	Unit 12	Hard_rubbish	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Hard_rubbish	3	0.7573	Single-KC	179	0.7102	KC34	3	0.7573
616	All Data	1_12	Unit 12	Hard_rubbish	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Hard_rubbish	4	0.7573	Single-KC	180	0.7102	KC34	4	0.7573
617	All Data	1_12	Unit 12	Disposable	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Disposable	3	0.7974	Single-KC	181	0.7102	KC40	3	0.7974
618	All Data	1_12	Unit 12	Disposable	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Disposable	4	0.7974	Single-KC	182	0.7102	KC40	4	0.7974
619	All Data	1_12	Unit 12	Quarrel	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Quarrel	3	0.7778	Single-KC	183	0.7102	KC12	3	0.7778
620	All Data	1_12	Unit 12	Quarrel	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Quarrel	4	0.7778	Single-KC	184	0.7102	KC12	4	0.7778
621	All Data	1_12	Unit 12	Stay_indoors	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25	1970-01-18 03:05:25	1970-01-18 03:05:25	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Stay_indoors	3	0.6875	Single-KC	185	0.7102	KC42	3	0.6875
622	All Data	1_12	Unit 12	To_not_get_on_well	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_not_get_on_well	3	0.8367	Single-KC	186	0.7102	KC51	3	0.8367
623	All Data	1_12	Unit 12	Occupation	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Occupation	3	0.7832	Single-KC	187	0.7102	KC13	3	0.7832
624	All Data	1_12	Unit 12	Hydrolytic_power	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Hydrolytic_power	3	0.7729	Single-KC	188	0.7102	KC25	3	0.7729
625	All Data	1_12	Unit 12	Bullying	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Bullying	3	0.5533	Single-KC	189	0.7102	KC45	3	0.5533
626	All Data	1_12	Unit 12	To_associate_with	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_associate_with	3	0.8207	Single-KC	190	0.7102	KC58	3	0.8207
627	All Data	1_12	Unit 12	Generation_of_electricity	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Generation_of_electricity	3	0.7911	Single-KC	191	0.7102	KC7	3	0.7911
628	All Data	1_12	Unit 12	Be_polluted	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Be_polluted	2	0.8056	Single-KC	192	0.7102	KC50	2	0.8056
629	All Data	1_12	Unit 12	Be_polluted	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Be_polluted	3	0.8056	Single-KC	193	0.7102	KC50	3	0.8056
630	All Data	1_12	Unit 12	To_save	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_save	2	0.7805	Single-KC	194	0.7102	KC19	2	0.7805
631	All Data	1_12	Unit 12	To_save	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_save	3	0.7805	Single-KC	195	0.7102	KC19	3	0.7805
632	All Data	1_12	Unit 12	Oil	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Oil	2	0.7417	Single-KC	196	0.7102	KC49	2	0.7417
633	All Data	1_12	Unit 12	Oil	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Oil	3	0.7417	Single-KC	197	0.7102	KC49	3	0.7417
634	All Data	1_12	Unit 12	Psychology	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Psychology	2	0.6849	Single-KC	198	0.7102	KC16	2	0.6849
635	All Data	1_12	Unit 12	Psychology	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Psychology	3	0.6849	Single-KC	199	0.7102	KC16	3	0.6849
636	All Data	1_12	Unit 12	Water_shortage	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Water_shortage	2	0.6688	Single-KC	200	0.7102	KC28	2	0.6688
637	All Data	1_12	Unit 12	Water_shortage	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Water_shortage	3	0.6688	Single-KC	201	0.7102	KC28	3	0.6688
638	All Data	1_12	Unit 12	Waste	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Waste	2	0.6329	Single-KC	202	0.7102	KC3	2	0.6329
639	All Data	1_12	Unit 12	Waste	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Waste	3	0.6329	Single-KC	203	0.7102	KC3	3	0.6329
640	All Data	1_12	Unit 12	Problem	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Problem	2	0.7369	Single-KC	204	0.7102	KC9	2	0.7369
641	All Data	1_12	Unit 12	Problem	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Problem	3	0.7369	Single-KC	205	0.7102	KC9	3	0.7369
642	All Data	1_12	Unit 12	To_look_after	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_look_after	2	0.8005	Single-KC	206	0.7102	KC35	2	0.8005
643	All Data	1_12	Unit 12	To_look_after	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	To_look_after	3	0.8005	Single-KC	207	0.7102	KC35	3	0.8005
644	All Data	1_12	Unit 12	Government	2	1	1970-01-18 03:05:24	1970-01-18 03:05:25	1970-01-18 03:05:25	1970-01-18 03:05:25	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Government	2	0.6185	Single-KC	208	0.7102	KC15	2	0.6185
645	All Data	1_12	Unit 12	Government	3	1	1970-01-18 03:05:24	1970-01-18 03:05:25	1970-01-18 03:05:25	1970-01-18 03:05:25	0	0	.	correct	0	0	1	flashcard_2 (3_2)	Government	3	0.6185	Single-KC	209	0.7102	KC15	3	0.6185
646	All Data	1_12	Unit 12	Government	4	1	1970-01-18 03:05:24	1970-01-18 03:05:25		1970-01-18 03:05:25	0	.	0	incorrect	1	0	0	flashcard_2 (3_2)	Government	4	0.6185	Single-KC	210	0.7102	KC15	4	0.6185
647	All Data	1_13	Unit 12	Environment	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	.	.	.	correct	0	0	1	leitner_2 (2_2)	Environment	1	0.4799	Single-KC	1	0.4582	KC52	1	0.4799
648	All Data	1_13	Unit 12	To_commit_suicide	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	To_commit_suicide	1	0.3173	Single-KC	2	0.4582	KC48	1	0.3173
649	All Data	1_13	Unit 12	Exhaust_gas	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	Exhaust_gas	1	0.2189	Single-KC	3	0.4582	KC14	1	0.2189
650	All Data	1_13	Unit 12	Sun	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	Sun	1	0.3111	Single-KC	4	0.4582	KC1	1	0.3111
651	All Data	1_13	Unit 12	To_get_on_well	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	To_get_on_well	1	0.4163	Single-KC	5	0.4582	KC30	1	0.4163
652	All Data	1_13	Unit 12	Declining_birth_rate	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	Declining_birth_rate	1	0.5317	Single-KC	6	0.4582	KC32	1	0.5317
653	All Data	1_13	Unit 12	To_be_healed	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	To_be_healed	1	0.4394	Single-KC	7	0.4582	KC10	1	0.4394
654	All Data	1_13	Unit 12	To_be_healed	2	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	To_be_healed	2	0.4394	Single-KC	8	0.4582	KC10	2	0.4394
655	All Data	1_13	Unit 12	Warming	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	Warming	1	0.4623	Single-KC	9	0.4582	KC47	1	0.4623
656	All Data	1_13	Unit 12	Conservation	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	Conservation	1	0.3015	Single-KC	10	0.4582	KC33	1	0.3015
657	All Data	1_13	Unit 12	Accounting	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	Accounting	1	0.3727	Single-KC	11	0.4582	KC55	1	0.3728
658	All Data	1_13	Unit 12	Being_left_out	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	Being_left_out	1	0.7027	Single-KC	12	0.4582	KC59	1	0.7027
659	All Data	1_13	Unit 12	Lonely	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	Lonely	1	0.2085	Single-KC	13	0.4582	KC27	1	0.2085
660	All Data	1_13	Unit 12	Atomic_energy	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	Atomic_energy	1	0.5677	Single-KC	14	0.4582	KC22	1	0.5676
661	All Data	1_13	Unit 12	To_lose	1	1	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	1970-01-18 03:05:22	0	0	.	correct	0	0	1	leitner_2 (2_2)	To_lose	1	0.4909	Single-KC	15	0.4582	KC2	1	0.4909
662	All Data	1_13	Unit 12	Environment	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0.143	.	0.143	incorrect	1	0	0	leitner_2 (2_2)	Environment	2	0.4799	Single-KC	16	0.4582	KC52	2	0.4799
663	All Data	1_13	Unit 12	Environment	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0.143	0.143	.	correct	0	0	1	leitner_2 (2_2)	Environment	3	0.4799	Single-KC	17	0.4582	KC52	3	0.4799
664	All Data	1_13	Unit 12	Environment	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0.143	.	0.143	incorrect	1	0	0	leitner_2 (2_2)	Environment	4	0.4799	Single-KC	18	0.4582	KC52	4	0.4799
665	All Data	1_13	Unit 12	Environment	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0.143	.	0.143	incorrect	1	0	0	leitner_2 (2_2)	Environment	5	0.4799	Single-KC	19	0.4582	KC52	5	0.4799
666	All Data	1_13	Unit 12	Environment	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0.143	0.143	.	correct	0	0	1	leitner_2 (2_2)	Environment	6	0.4799	Single-KC	20	0.4582	KC52	6	0.4799
667	All Data	1_13	Unit 12	Environment	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0.143	.	0.143	incorrect	1	0	0	leitner_2 (2_2)	Environment	7	0.4799	Single-KC	21	0.4582	KC52	7	0.4799
668	All Data	1_13	Unit 12	Environment	8	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0.143	0.143	.	correct	0	0	1	leitner_2 (2_2)	Environment	8	0.4799	Single-KC	22	0.4582	KC52	8	0.4799
